"Area","Year","Month","TM"
"AT",1932,"02",-6.9
"AT",1932,"03",-2.3
"AT",1932,"04",4.2
"AT",1932,"05",9.7
"AT",1932,"06",11.5
"AT",1932,"07",15
"AT",1932,"08",16.4
"AT",1932,"09",14.4
"AT",1932,"10",6.3
"AT",1932,"11",1.6
"AT",1932,"12",-1.4
"AT",1933,"01",-6.2
"AT",1933,"02",-3.2
"AT",1933,"03",1.3
"AT",1933,"04",3.9
"AT",1933,"05",7.7
"AT",1933,"06",10.3
"AT",1933,"07",14.8
"AT",1933,"08",14.4
"AT",1933,"09",10.9
"AT",1933,"10",6.3
"AT",1933,"11",0.5
"AT",1933,"12",-6.8
"AT",1934,"01",-3.8
"AT",1934,"02",-2.7
"AT",1934,"03",2.3
"AT",1934,"04",7.5
"AT",1934,"05",10.9
"AT",1934,"06",12.5
"AT",1934,"07",15.7
"AT",1934,"08",13.8
"AT",1934,"09",12.5
"AT",1934,"10",6
"AT",1934,"11",1.7
"AT",1934,"12",1.6
"AT",1935,"01",-6.2
"AT",1935,"02",-2.5
"AT",1935,"03",-1.1
"AT",1935,"04",4
"AT",1935,"05",7.8
"AT",1935,"06",14.8
"AT",1935,"07",15
"AT",1935,"08",13.7
"AT",1935,"09",11.1
"AT",1935,"10",7.2
"AT",1935,"11",2
"AT",1935,"12",-3.3
"AT",1936,"01",-0.6
"AT",1936,"02",-2.2
"AT",1936,"03",2.8
"AT",1936,"04",5.1
"AT",1936,"05",9.8
"AT",1936,"06",12.4
"AT",1936,"07",14.7
"AT",1936,"08",13.1
"AT",1936,"09",10.8
"AT",1936,"10",2.7
"AT",1936,"11",0.7
"AT",1936,"12",-2.2
"AT",1937,"01",-4.3
"AT",1937,"02",-1.4
"AT",1937,"03",1.1
"AT",1937,"04",4.3
"AT",1937,"05",11.4
"AT",1937,"06",14.1
"AT",1937,"07",14.7
"AT",1937,"08",13.5
"AT",1937,"09",10.6
"AT",1937,"10",7
"AT",1937,"11",0.6
"AT",1937,"12",-4.1
"AT",1938,"01",-3.9
"AT",1938,"02",-2.8
"AT",1938,"03",3.5
"AT",1938,"04",1.4
"AT",1938,"05",8.1
"AT",1938,"06",14.3
"AT",1938,"07",14.5
"AT",1938,"08",14
"AT",1938,"09",10.6
"AT",1938,"10",7.1
"AT",1938,"11",3.1
"AT",1938,"12",-4.4
"AT",1939,"01",-2.2
"AT",1939,"02",-1
"AT",1939,"03",-2.2
"AT",1939,"04",7.2
"AT",1939,"05",7.5
"AT",1939,"06",13
"AT",1939,"07",14.4
"AT",1939,"08",14.4
"AT",1939,"09",10.3
"AT",1939,"10",4.7
"AT",1939,"11",2.3
"AT",1939,"12",-4.7
"AT",1940,"01",-9.5
"AT",1940,"02",-5.7
"AT",1940,"03",-0.7
"AT",1940,"04",5.1
"AT",1940,"05",8.5
"AT",1940,"06",12.5
"AT",1940,"07",13.4
"AT",1940,"08",12
"AT",1940,"09",10.9
"AT",1940,"10",6.2
"AT",1940,"11",2.4
"AT",1940,"12",-7.6
"AT",1941,"01",-6.2
"AT",1941,"02",-2.6
"AT",1941,"03",1.2
"AT",1941,"04",3.5
"AT",1941,"05",6.7
"AT",1941,"06",13.1
"AT",1941,"07",14.7
"AT",1941,"08",13
"AT",1941,"09",9.5
"AT",1941,"10",5.1
"AT",1941,"11",-1
"AT",1941,"12",-3
"AT",1942,"01",-10.3
"AT",1942,"02",-6.3
"AT",1942,"03",0.7
"AT",1942,"04",4.1
"AT",1942,"05",9.8
"AT",1942,"06",12.7
"AT",1942,"07",14
"AT",1942,"08",14.5
"AT",1942,"09",14
"AT",1942,"10",9
"AT",1942,"11",-0.1
"AT",1942,"12",-1.3
"AT",1943,"01",-5.3
"AT",1943,"02",-0.4
"AT",1943,"03",2.8
"AT",1943,"04",6.1
"AT",1943,"05",9.5
"AT",1943,"06",11.4
"AT",1943,"07",14.6
"AT",1943,"08",16.3
"AT",1943,"09",12.5
"AT",1943,"10",8.2
"AT",1943,"11",-0.2
"AT",1943,"12",-2.1
"AT",1944,"01",-1.2
"AT",1944,"02",-5
"AT",1944,"03",-2.9
"AT",1944,"04",5.7
"AT",1944,"05",8.7
"AT",1944,"06",11.6
"AT",1944,"07",14.2
"AT",1944,"08",16.7
"AT",1944,"09",10.6
"AT",1944,"10",6
"AT",1944,"11",0.1
"AT",1944,"12",-4.4
"AT",1945,"01",-8.6
"AT",1945,"02",-0.5
"AT",1945,"03",2.3
"AT",1945,"04",6
"AT",1945,"05",11.3
"AT",1945,"06",14.3
"AT",1945,"07",16
"AT",1945,"08",14.2
"AT",1945,"09",11.2
"AT",1945,"10",6.1
"AT",1945,"11",0.5
"AT",1945,"12",-2.3
"AT",1946,"01",-5.2
"AT",1946,"02",-1.1
"AT",1946,"03",2.4
"AT",1946,"04",7.9
"AT",1946,"05",11.8
"AT",1946,"06",13.2
"AT",1946,"07",16
"AT",1946,"08",15.1
"AT",1946,"09",12.6
"AT",1946,"10",4.4
"AT",1946,"11",0.6
"AT",1946,"12",-5.5
"AT",1947,"01",-8.4
"AT",1947,"02",-5.5
"AT",1947,"03",1.4
"AT",1947,"04",7.5
"AT",1947,"05",11.5
"AT",1947,"06",14.6
"AT",1947,"07",16.3
"AT",1947,"08",15.5
"AT",1947,"09",14.3
"AT",1947,"10",5.7
"AT",1947,"11",3.1
"AT",1947,"12",-2.4
"AT",1948,"01",-0.3
"AT",1948,"02",-2.8
"AT",1948,"03",3.2
"AT",1948,"04",6.6
"AT",1948,"05",11.4
"AT",1948,"06",12
"AT",1948,"07",12.7
"AT",1948,"08",14.4
"AT",1948,"09",11.8
"AT",1948,"10",7
"AT",1948,"11",1.9
"AT",1948,"12",-3.1
"AT",1949,"01",-1.9
"AT",1949,"02",-1.5
"AT",1949,"03",-1.2
"AT",1949,"04",7.7
"AT",1949,"05",9.7
"AT",1949,"06",11.7
"AT",1949,"07",14.8
"AT",1949,"08",14
"AT",1949,"09",13.2
"AT",1949,"10",8
"AT",1949,"11",1.2
"AT",1949,"12",-0.9
"AT",1950,"01",-4.9
"AT",1950,"02",-0.8
"AT",1950,"03",2.5
"AT",1950,"04",4.8
"AT",1950,"05",11.5
"AT",1950,"06",15.2
"AT",1950,"07",16.8
"AT",1950,"08",15.3
"AT",1950,"09",11.1
"AT",1950,"10",5.4
"AT",1950,"11",1.2
"AT",1950,"12",-3.5
"AT",1951,"01",-2.4
"AT",1951,"02",-1
"AT",1951,"03",-0.1
"AT",1951,"04",4.9
"AT",1951,"05",9.2
"AT",1951,"06",13
"AT",1951,"07",15
"AT",1951,"08",15.5
"AT",1951,"09",12.8
"AT",1951,"10",5.1
"AT",1951,"11",3.7
"AT",1951,"12",-1
"AT",1952,"01",-4.4
"AT",1952,"02",-4
"AT",1952,"03",-0.6
"AT",1952,"04",7.7
"AT",1952,"05",9.2
"AT",1952,"06",13.5
"AT",1952,"07",16.7
"AT",1952,"08",16
"AT",1952,"09",8.5
"AT",1952,"10",5.2
"AT",1952,"11",-0.9
"AT",1952,"12",-3.8
"AT",1953,"01",-4.7
"AT",1953,"02",-3.3
"AT",1953,"03",1.6
"AT",1953,"04",6.4
"AT",1953,"05",9.7
"AT",1953,"06",13
"AT",1953,"07",15.6
"AT",1953,"08",13.8
"AT",1953,"09",12.3
"AT",1953,"10",8.5
"AT",1953,"11",1.2
"AT",1953,"12",-1.2
"AT",1954,"01",-7.4
"AT",1954,"02",-6.5
"AT",1954,"03",1.9
"AT",1954,"04",3.3
"AT",1954,"05",8.5
"AT",1954,"06",13.7
"AT",1954,"07",12.4
"AT",1954,"08",13.7
"AT",1954,"09",12.1
"AT",1954,"10",6.3
"AT",1954,"11",0.6
"AT",1954,"12",-0.3
"AT",1955,"01",-3.5
"AT",1955,"02",-3.5
"AT",1955,"03",-1.5
"AT",1955,"04",3.8
"AT",1955,"05",8.3
"AT",1955,"06",12.2
"AT",1955,"07",14.6
"AT",1955,"08",13.4
"AT",1955,"09",10.9
"AT",1955,"10",5.4
"AT",1955,"11",0.5
"AT",1955,"12",-0.1
"AT",1956,"01",-2.8
"AT",1956,"02",-11.7
"AT",1956,"03",-0.7
"AT",1956,"04",3.8
"AT",1956,"05",9.6
"AT",1956,"06",11
"AT",1956,"07",15
"AT",1956,"08",13.9
"AT",1956,"09",12.5
"AT",1956,"10",5.7
"AT",1956,"11",-1.1
"AT",1956,"12",-2.4
"AT",1957,"01",-4
"AT",1957,"02",0.4
"AT",1957,"03",3.8
"AT",1957,"04",4.9
"AT",1957,"05",6.8
"AT",1957,"06",14.5
"AT",1957,"07",15
"AT",1957,"08",13.1
"AT",1957,"09",10
"AT",1957,"10",6.6
"AT",1957,"11",2.3
"AT",1957,"12",-1.9
"AT",1958,"01",-4
"AT",1958,"02",-0.6
"AT",1958,"03",-3.2
"AT",1958,"04",2.8
"AT",1958,"05",12.9
"AT",1958,"06",12.2
"AT",1958,"07",15.3
"AT",1958,"08",14.8
"AT",1958,"09",11.9
"AT",1958,"10",6.7
"AT",1958,"11",2.3
"AT",1958,"12",-1.4
"AT",1959,"01",-3.6
"AT",1959,"02",-2.1
"AT",1959,"03",3.7
"AT",1959,"04",6.1
"AT",1959,"05",9.6
"AT",1959,"06",12.6
"AT",1959,"07",15.7
"AT",1959,"08",13.8
"AT",1959,"09",10.6
"AT",1959,"10",5.9
"AT",1959,"11",1
"AT",1959,"12",-0.8
"AT",1960,"01",-4.2
"AT",1960,"02",-2.5
"AT",1960,"03",1.6
"AT",1960,"04",5
"AT",1960,"05",9.9
"AT",1960,"06",13.5
"AT",1960,"07",13.2
"AT",1960,"08",14.1
"AT",1960,"09",10
"AT",1960,"10",6.9
"AT",1960,"11",2.8
"AT",1960,"12",-1.7
"AT",1961,"01",-4.9
"AT",1961,"02",0.1
"AT",1961,"03",3.2
"AT",1961,"04",8.5
"AT",1961,"05",8
"AT",1961,"06",14
"AT",1961,"07",13.5
"AT",1961,"08",14.3
"AT",1961,"09",14.1
"AT",1961,"10",7.8
"AT",1961,"11",1.4
"AT",1961,"12",-3.7
"AT",1962,"01",-3
"AT",1962,"02",-3.3
"AT",1962,"03",-2.3
"AT",1962,"04",5.6
"AT",1962,"05",7.8
"AT",1962,"06",11.2
"AT",1962,"07",13.5
"AT",1962,"08",15.7
"AT",1962,"09",10.5
"AT",1962,"10",6.6
"AT",1962,"11",0.3
"AT",1962,"12",-6.6
"AT",1963,"01",-9.1
"AT",1963,"02",-7.5
"AT",1963,"03",-0.6
"AT",1963,"04",6.3
"AT",1963,"05",9.2
"AT",1963,"06",13.6
"AT",1963,"07",15.8
"AT",1963,"08",14.4
"AT",1963,"09",12.3
"AT",1963,"10",6.3
"AT",1963,"11",4.5
"AT",1963,"12",-5.8
"AT",1964,"01",-6.5
"AT",1964,"02",-2.2
"AT",1964,"03",-1
"AT",1964,"04",6.4
"AT",1964,"05",10.5
"AT",1964,"06",14.7
"AT",1964,"07",15.4
"AT",1964,"08",13.5
"AT",1964,"09",11.3
"AT",1964,"10",4.9
"AT",1964,"11",2.7
"AT",1964,"12",-3.1
"AT",1965,"01",-2.8
"AT",1965,"02",-6.5
"AT",1965,"03",0.1
"AT",1965,"04",3.9
"AT",1965,"05",8
"AT",1965,"06",13.1
"AT",1965,"07",13.7
"AT",1965,"08",12.8
"AT",1965,"09",10.5
"AT",1965,"10",6.3
"AT",1965,"11",-0.2
"AT",1965,"12",-1.6
"AT",1966,"01",-6.3
"AT",1966,"02",2.4
"AT",1966,"03",0.1
"AT",1966,"04",7.1
"AT",1966,"05",9.8
"AT",1966,"06",13.8
"AT",1966,"07",13.5
"AT",1966,"08",13.1
"AT",1966,"09",12.1
"AT",1966,"10",9.5
"AT",1966,"11",-0.5
"AT",1966,"12",-2.4
"AT",1967,"01",-3.8
"AT",1967,"02",-1.4
"AT",1967,"03",2.2
"AT",1967,"04",4.2
"AT",1967,"05",10
"AT",1967,"06",12.5
"AT",1967,"07",16.4
"AT",1967,"08",14.5
"AT",1967,"09",11.7
"AT",1967,"10",8.6
"AT",1967,"11",2.1
"AT",1967,"12",-3.4
"AT",1968,"01",-5.3
"AT",1968,"02",-1.2
"AT",1968,"03",1.5
"AT",1968,"04",6.9
"AT",1968,"05",9.8
"AT",1968,"06",13.3
"AT",1968,"07",14.1
"AT",1968,"08",13.2
"AT",1968,"09",10.7
"AT",1968,"10",7.7
"AT",1968,"11",2.1
"AT",1968,"12",-5.1
"AT",1969,"01",-3.5
"AT",1969,"02",-4.4
"AT",1969,"03",-0.3
"AT",1969,"04",4.8
"AT",1969,"05",11.9
"AT",1969,"06",11.7
"AT",1969,"07",15.4
"AT",1969,"08",13.1
"AT",1969,"09",12.1
"AT",1969,"10",7.8
"AT",1969,"11",2.2
"AT",1969,"12",-6.6
"AT",1970,"01",-3.7
"AT",1970,"02",-3.5
"AT",1970,"03",-1.3
"AT",1970,"04",3.3
"AT",1970,"05",7.6
"AT",1970,"06",14.1
"AT",1970,"07",14.3
"AT",1970,"08",14.4
"AT",1970,"09",11.5
"AT",1970,"10",5.9
"AT",1970,"11",3.4
"AT",1970,"12",-3.1
"AT",1971,"01",-4.3
"AT",1971,"02",-2.3
"AT",1971,"03",-2.3
"AT",1971,"04",6.6
"AT",1971,"05",11
"AT",1971,"06",11.7
"AT",1971,"07",15.5
"AT",1971,"08",16.2
"AT",1971,"09",9.4
"AT",1971,"10",6.2
"AT",1971,"11",0.8
"AT",1971,"12",-0.1
"AT",1972,"01",-4.3
"AT",1972,"02",-0.3
"AT",1972,"03",3.2
"AT",1972,"04",4.8
"AT",1972,"05",9.1
"AT",1972,"06",13
"AT",1972,"07",14.7
"AT",1972,"08",14.1
"AT",1972,"09",8.1
"AT",1972,"10",4.2
"AT",1972,"11",1.3
"AT",1972,"12",-2.4
"AT",1973,"01",-3.1
"AT",1973,"02",-2.9
"AT",1973,"03",0.1
"AT",1973,"04",2.7
"AT",1973,"05",10.7
"AT",1973,"06",13.4
"AT",1973,"07",14.4
"AT",1973,"08",15.7
"AT",1973,"09",12.2
"AT",1973,"10",5.2
"AT",1973,"11",0.4
"AT",1973,"12",-2.9
"AT",1974,"01",-0.6
"AT",1974,"02",0.3
"AT",1974,"03",3.5
"AT",1974,"04",4.7
"AT",1974,"05",8.7
"AT",1974,"06",11.2
"AT",1974,"07",14
"AT",1974,"08",15.9
"AT",1974,"09",11.1
"AT",1974,"10",2
"AT",1974,"11",0.9
"AT",1974,"12",0.2
"AT",1975,"01",0
"AT",1975,"02",-1.8
"AT",1975,"03",1.4
"AT",1975,"04",4.7
"AT",1975,"05",10.7
"AT",1975,"06",11.7
"AT",1975,"07",14.9
"AT",1975,"08",14.6
"AT",1975,"09",13.8
"AT",1975,"10",5.8
"AT",1975,"11",0.1
"AT",1975,"12",-2.3
"AT",1976,"01",-2.1
"AT",1976,"02",-1.8
"AT",1976,"03",-1.1
"AT",1976,"04",5.1
"AT",1976,"05",10.2
"AT",1976,"06",14
"AT",1976,"07",15.8
"AT",1976,"08",12.1
"AT",1976,"09",9.7
"AT",1976,"10",7.9
"AT",1976,"11",1.9
"AT",1976,"12",-4
"AT",1977,"01",-2.9
"AT",1977,"02",0
"AT",1977,"03",4.5
"AT",1977,"04",3.9
"AT",1977,"05",9.8
"AT",1977,"06",13.5
"AT",1977,"07",14.7
"AT",1977,"08",13.6
"AT",1977,"09",9.6
"AT",1977,"10",8.1
"AT",1977,"11",1.7
"AT",1977,"12",-2.1
"AT",1978,"01",-3
"AT",1978,"02",-3.7
"AT",1978,"03",1.9
"AT",1978,"04",4
"AT",1978,"05",8.2
"AT",1978,"06",12.2
"AT",1978,"07",13.3
"AT",1978,"08",13.2
"AT",1978,"09",10.6
"AT",1978,"10",6.5
"AT",1978,"11",0.4
"AT",1978,"12",-2.2
"AT",1979,"01",-6.3
"AT",1979,"02",-2.1
"AT",1979,"03",2.1
"AT",1979,"04",3.4
"AT",1979,"05",9.9
"AT",1979,"06",14.3
"AT",1979,"07",13.3
"AT",1979,"08",13.4
"AT",1979,"09",11.3
"AT",1979,"10",6.5
"AT",1979,"11",0.7
"AT",1979,"12",0.3
"AT",1980,"01",-5.6
"AT",1980,"02",-0.8
"AT",1980,"03",0.9
"AT",1980,"04",2.3
"AT",1980,"05",7.6
"AT",1980,"06",12
"AT",1980,"07",13.2
"AT",1980,"08",15.1
"AT",1980,"09",11.7
"AT",1980,"10",5.7
"AT",1980,"11",-0.1
"AT",1980,"12",-3.5
"AT",1981,"01",-6
"AT",1981,"02",-3.6
"AT",1981,"03",4
"AT",1981,"04",6
"AT",1981,"05",10
"AT",1981,"06",13.7
"AT",1981,"07",13.9
"AT",1981,"08",14.7
"AT",1981,"09",11.8
"AT",1981,"10",6.7
"AT",1981,"11",1
"AT",1981,"12",-3.9
"AT",1982,"01",-4.3
"AT",1982,"02",-3.6
"AT",1982,"03",0.9
"AT",1982,"04",3.4
"AT",1982,"05",10.3
"AT",1982,"06",14.1
"AT",1982,"07",16.1
"AT",1982,"08",14.9
"AT",1982,"09",13.8
"AT",1982,"10",7
"AT",1982,"11",2.6
"AT",1982,"12",-0.8
"AT",1983,"01",0.3
"AT",1983,"02",-5
"AT",1983,"03",2.3
"AT",1983,"04",6.8
"AT",1983,"05",10.2
"AT",1983,"06",13.4
"AT",1983,"07",18.4
"AT",1983,"08",15.2
"AT",1983,"09",11.7
"AT",1983,"10",7.1
"AT",1983,"11",0.2
"AT",1983,"12",-2.4
"AT",1984,"01",-3.1
"AT",1984,"02",-4
"AT",1984,"03",-0.6
"AT",1984,"04",4
"AT",1984,"05",8.3
"AT",1984,"06",12.2
"AT",1984,"07",14
"AT",1984,"08",14.1
"AT",1984,"09",10.2
"AT",1984,"10",7.6
"AT",1984,"11",2.9
"AT",1984,"12",-1.8
"AT",1985,"01",-8.3
"AT",1985,"02",-4.5
"AT",1985,"03",0.1
"AT",1985,"04",5
"AT",1985,"05",10.8
"AT",1985,"06",11.4
"AT",1985,"07",16
"AT",1985,"08",14.8
"AT",1985,"09",12.3
"AT",1985,"10",6.7
"AT",1985,"11",-1.4
"AT",1985,"12",0.4
"AT",1986,"01",-3.6
"AT",1986,"02",-7.6
"AT",1986,"03",0.4
"AT",1986,"04",5.6
"AT",1986,"05",12.4
"AT",1986,"06",12.9
"AT",1986,"07",14.5
"AT",1986,"08",15.1
"AT",1986,"09",11.1
"AT",1986,"10",7.4
"AT",1986,"11",2
"AT",1986,"12",-2.7
"AT",1987,"01",-7
"AT",1987,"02",-2.4
"AT",1987,"03",-3.6
"AT",1987,"04",6.2
"AT",1987,"05",7.8
"AT",1987,"06",12.4
"AT",1987,"07",15.8
"AT",1987,"08",13.9
"AT",1987,"09",14.1
"AT",1987,"10",7.8
"AT",1987,"11",1.9
"AT",1987,"12",-0.5
"AT",1988,"01",-0.3
"AT",1988,"02",-1.5
"AT",1988,"03",-0.4
"AT",1988,"04",6
"AT",1988,"05",11.2
"AT",1988,"06",12.7
"AT",1988,"07",16.2
"AT",1988,"08",15.3
"AT",1988,"09",11.2
"AT",1988,"10",8.3
"AT",1988,"11",-1
"AT",1988,"12",-0.8
"AT",1989,"01",-1.3
"AT",1989,"02",1.1
"AT",1989,"03",4.4
"AT",1989,"04",5.9
"AT",1989,"05",10
"AT",1989,"06",11.7
"AT",1989,"07",15.4
"AT",1989,"08",14.8
"AT",1989,"09",11.4
"AT",1989,"10",7.4
"AT",1989,"11",0.3
"AT",1989,"12",-1
"AT",1990,"01",-2.2
"AT",1990,"02",2.1
"AT",1990,"03",4.5
"AT",1990,"04",4.4
"AT",1990,"05",11.4
"AT",1990,"06",12.9
"AT",1990,"07",15
"AT",1990,"08",15.7
"AT",1990,"09",9.9
"AT",1990,"10",8
"AT",1990,"11",1.6
"AT",1990,"12",-3.5
"AT",1991,"01",-2.4
"AT",1991,"02",-5
"AT",1991,"03",3.8
"AT",1991,"04",4.2
"AT",1991,"05",6.5
"AT",1991,"06",12.7
"AT",1991,"07",16.5
"AT",1991,"08",15.5
"AT",1991,"09",13
"AT",1991,"10",5.6
"AT",1991,"11",1.2
"AT",1991,"12",-3.6
"AT",1992,"01",-1.7
"AT",1992,"02",-0.5
"AT",1992,"03",1.8
"AT",1992,"04",5.3
"AT",1992,"05",11.3
"AT",1992,"06",13.8
"AT",1992,"07",16.6
"AT",1992,"08",18.9
"AT",1992,"09",11.9
"AT",1992,"10",5.3
"AT",1992,"11",3
"AT",1992,"12",-2
"AT",1993,"01",-1.1
"AT",1993,"02",-3
"AT",1993,"03",0.4
"AT",1993,"04",6.7
"AT",1993,"05",12.6
"AT",1993,"06",13.8
"AT",1993,"07",14.2
"AT",1993,"08",15.2
"AT",1993,"09",10.7
"AT",1993,"10",7
"AT",1993,"11",-0.8
"AT",1993,"12",-0.8
"AT",1994,"01",-0.4
"AT",1994,"02",-2
"AT",1994,"03",5.1
"AT",1994,"04",5
"AT",1994,"05",10.7
"AT",1994,"06",14.2
"AT",1994,"07",18.1
"AT",1994,"08",17
"AT",1994,"09",12.5
"AT",1994,"10",5.6
"AT",1994,"11",4.8
"AT",1994,"12",-0.6
"AT",1995,"01",-4.1
"AT",1995,"02",1.3
"AT",1995,"03",0.1
"AT",1995,"04",6.1
"AT",1995,"05",10.4
"AT",1995,"06",12
"AT",1995,"07",17.8
"AT",1995,"08",14.5
"AT",1995,"09",9.9
"AT",1995,"10",9.2
"AT",1995,"11",-0.1
"AT",1995,"12",-2.9
"AT",1996,"01",-3.7
"AT",1996,"02",-5
"AT",1996,"03",-1.6
"AT",1996,"04",5.6
"AT",1996,"05",10.9
"AT",1996,"06",14.6
"AT",1996,"07",14.2
"AT",1996,"08",14.4
"AT",1996,"09",8.3
"AT",1996,"10",6.9
"AT",1996,"11",2.7
"AT",1996,"12",-4.1
"AT",1997,"01",-3.1
"AT",1997,"02",0.4
"AT",1997,"03",2.9
"AT",1997,"04",3.3
"AT",1997,"05",11.1
"AT",1997,"06",13.8
"AT",1997,"07",14.3
"AT",1997,"08",15.6
"AT",1997,"09",12.5
"AT",1997,"10",5.4
"AT",1997,"11",2
"AT",1997,"12",-0.7
"AT",1998,"01",-1.4
"AT",1998,"02",1.8
"AT",1998,"03",1.1
"AT",1998,"04",6.4
"AT",1998,"05",11
"AT",1998,"06",14.8
"AT",1998,"07",15.6
"AT",1998,"08",15.9
"AT",1998,"09",10.7
"AT",1998,"10",6.9
"AT",1998,"11",-1.2
"AT",1998,"12",-3.1
"AT",1999,"01",-2
"AT",1999,"02",-3.5
"AT",1999,"03",2.9
"AT",1999,"04",6.4
"AT",1999,"05",11.8
"AT",1999,"06",13.2
"AT",1999,"07",16
"AT",1999,"08",15.1
"AT",1999,"09",13.7
"AT",1999,"10",7.4
"AT",1999,"11",-0.1
"AT",1999,"12",-2.4
"AT",2000,"01",-4.2
"AT",2000,"02",0.3
"AT",2000,"03",2.4
"AT",2000,"04",8.3
"AT",2000,"05",12.5
"AT",2000,"06",15.5
"AT",2000,"07",13.7
"AT",2000,"08",16.7
"AT",2000,"09",11.7
"AT",2000,"10",8.7
"AT",2000,"11",3.5
"AT",2000,"12",0
"AT",2001,"01",-2.4
"AT",2001,"02",-0.6
"AT",2001,"03",3.8
"AT",2001,"04",4.6
"AT",2001,"05",12.7
"AT",2001,"06",12.6
"AT",2001,"07",16.1
"AT",2001,"08",16.9
"AT",2001,"09",9.1
"AT",2001,"10",10.2
"AT",2001,"11",0.5
"AT",2001,"12",-5
"AT",2002,"01",-2.4
"AT",2002,"02",1.9
"AT",2002,"03",3.6
"AT",2002,"04",5.5
"AT",2002,"05",12.3
"AT",2002,"06",16.2
"AT",2002,"07",16.3
"AT",2002,"08",15.6
"AT",2002,"09",10.2
"AT",2002,"10",6.5
"AT",2002,"11",4
"AT",2002,"12",-1.5
"AT",2003,"01",-3.8
"AT",2003,"02",-5.1
"AT",2003,"03",2.8
"AT",2003,"04",5.3
"AT",2003,"05",13
"AT",2003,"06",18
"AT",2003,"07",16.8
"AT",2003,"08",19
"AT",2003,"09",11.3
"AT",2003,"10",4.1
"AT",2003,"11",3.5
"AT",2003,"12",-1.5
"AT",2004,"01",-4.2
"AT",2004,"02",-0.9
"AT",2004,"03",0.7
"AT",2004,"04",6.5
"AT",2004,"05",9.1
"AT",2004,"06",13.4
"AT",2004,"07",15.3
"AT",2004,"08",16
"AT",2004,"09",11.6
"AT",2004,"10",8.6
"AT",2004,"11",1.8
"AT",2004,"12",-1.7
"AT",2005,"01",-3
"AT",2005,"02",-5.1
"AT",2005,"03",0.7
"AT",2005,"04",6.3
"AT",2005,"05",11.3
"AT",2005,"06",14.6
"AT",2005,"07",15.7
"AT",2005,"08",13.7
"AT",2005,"09",12.4
"AT",2005,"10",8
"AT",2005,"11",0.8
"AT",2005,"12",-3.8
"AT",2006,"01",-5.7
"AT",2006,"02",-3.6
"AT",2006,"03",-0.6
"AT",2006,"04",6.5
"AT",2006,"05",10.4
"AT",2006,"06",14.6
"AT",2006,"07",18.8
"AT",2006,"08",12.7
"AT",2006,"09",14
"AT",2006,"10",9.4
"AT",2006,"11",3.7
"AT",2006,"12",0.2
"AT",2007,"01",1.2
"AT",2007,"02",1.4
"AT",2007,"03",3.1
"AT",2007,"04",9.6
"AT",2007,"05",12.2
"AT",2007,"06",15.7
"AT",2007,"07",16.6
"AT",2007,"08",15.4
"AT",2007,"09",9.8
"AT",2007,"10",6.1
"AT",2007,"11",0.3
"AT",2007,"12",-2.4
"AT",2008,"01",-0.3
"AT",2008,"02",0.8
"AT",2008,"03",1.5
"AT",2008,"04",5.7
"AT",2008,"05",11.9
"AT",2008,"06",15.4
"AT",2008,"07",15.7
"AT",2008,"08",15.9
"AT",2008,"09",10.4
"AT",2008,"10",7.7
"AT",2008,"11",2.7
"AT",2008,"12",-1.3
"AT",2009,"01",-4.3
"AT",2009,"02",-2.6
"AT",2009,"03",1.3
"AT",2009,"04",9.2
"AT",2009,"05",12.3
"AT",2009,"06",13.3
"AT",2009,"07",16.4
"AT",2009,"08",17
"AT",2009,"09",13.1
"AT",2009,"10",6.4
"AT",2009,"11",3.8
"AT",2009,"12",-2.5
"AT",2010,"01",-4.8
"AT",2010,"02",-2.7
"AT",2010,"03",1.4
"AT",2010,"04",6.5
"AT",2010,"05",9.9
"AT",2010,"06",14.5
"AT",2010,"07",17.8
"AT",2010,"08",15
"AT",2010,"09",10.4
"AT",2010,"10",5.4
"AT",2010,"11",3.1
"AT",2010,"12",-4.6
"AT",2011,"01",-2.6
"AT",2011,"02",-1.4
"AT",2011,"03",2.8
"AT",2011,"04",8.7
"AT",2011,"05",11.7
"AT",2011,"06",14.5
"AT",2011,"07",14.7
"AT",2011,"08",17
"AT",2011,"09",13.9
"AT",2011,"10",6.7
"AT",2011,"11",2.5
"AT",2011,"12",-0.4
"AT",2012,"01",-2.1
"AT",2012,"02",-6
"AT",2012,"03",4.7
"AT",2012,"04",6.5
"AT",2012,"05",11.9
"AT",2012,"06",15.7
"AT",2012,"07",16.5
"AT",2012,"08",17.1
"AT",2012,"09",12.3
"AT",2012,"10",7.3
"AT",2012,"11",3.6
"AT",2012,"12",-2.5
"AT",2013,"01",-2.2
"AT",2013,"02",-3.5
"AT",2013,"03",-0.1
"AT",2013,"04",7.2
"AT",2013,"05",9.8
"AT",2013,"06",13.8
"AT",2013,"07",17.9
"AT",2013,"08",16.8
"AT",2013,"09",11.5
"AT",2013,"10",8.2
"AT",2013,"11",2.2
"AT",2013,"12",0.1
"AT",2014,"01",-0.2
"AT",2014,"02",0.8
"AT",2014,"03",4.7
"AT",2014,"04",7.9
"AT",2014,"05",10.1
"AT",2014,"06",14.7
"AT",2014,"07",16.2
"AT",2014,"08",14.3
"AT",2014,"09",12.1
"AT",2014,"10",9.2
"AT",2014,"11",5.4
"AT",2014,"12",0
